GP,Candidate,Score,Decision
PS PRECISION ENGINEERING,SPINDEX PRECISION ENGINEERING,86.79245283,
REGAL PRECISION ENGINEERING,YIDA PRECISION ENGINEERING,86.79245283,
A AND E ANODIZING,A E ANODIZING,86.66666667,
ABEC ENGINEERING,CM ENGINEERING,86.66666667,
ABU ENGINEERING,AOS ENGINEERING,86.66666667,
ABU ENGINEERING,AKS ENGINEERING,86.66666667,
ABU ENGINEERING,AJT ENGINEERING,86.66666667,
ABU ENGINEERING,AJM ENGINEERING,86.66666667,
ABU ENGINEERING,AEV ENGINEERING,86.66666667,
ABU ENGINEERING,BCW ENGINEERING,86.66666667,
ACK INDUSTRIES,C A P INDUSTRIES,86.66666667,
AEJ INNOVATION,AUTEC INNOVATION,86.66666667,
AEV ENGINEERING,AJM ENGINEERING,86.66666667,
AFAB INDUSTRIES,FABER INDUSTRIE,86.66666667,
AFC INDUSTRIES,DATCO INDUSTRIES,86.66666667,
AJM ENGINEERING,AKS ENGINEERING,86.66666667,
AJM ENGINEERING,AOS ENGINEERING,86.66666667,
AJT ENGINEERING,AEV ENGINEERING,86.66666667,
AJT ENGINEERING,AOS ENGINEERING,86.66666667,
AJT ENGINEERING,AKS ENGINEERING,86.66666667,
AKS ENGINEERING,AEV ENGINEERING,86.66666667,
AKS ENGINEERING,BKJ ENGINEERING,86.66666667,
ALBION INDUSTRIES,AI INDUSTRIES,86.66666667,
ALS INDUSTRIAL,ALTEC INDUSTRIAL,86.66666667,
ANSELMI C SRL,ANSELMI AND C SRL,86.66666667,
APX TECHNOLOGIE,KX TECHNOLOGIES,86.66666667,
APX TECHNOLOGIE,AE TECHNOLOGIES,86.66666667,
ARD INDUSTRIES,A R D INDUSTRIES,86.66666667,
ARI INDUSTRIES,BARTH INDUSTRIES,86.66666667,
ASB INDUSTRIES,ATLAS INDUSTRIES,86.66666667,
ATLAS INDUSTRIES,GTS INDUSTRIES,86.66666667,
ATLAS INDUSTRIES,AMS INDUSTRIES,86.66666667,
AWP ENGINEERING,AEV ENGINEERING,86.66666667,
AWP ENGINEERING,ABU ENGINEERING,86.66666667,
AWP ENGINEERING,AJM ENGINEERING,86.66666667,
AWP ENGINEERING,CPT ENGINEERING,86.66666667,
AWP ENGINEERING,BCW ENGINEERING,86.66666667,
AWP ENGINEERING,AOS ENGINEERING,86.66666667,
AWP ENGINEERING,AKS ENGINEERING,86.66666667,
AWP ENGINEERING,AJT ENGINEERING,86.66666667,
B AND C MACHINE,K AND D MACHINE,86.66666667,
B AND C MACHINE,G AND M MACHINE,86.66666667,
B AND C MACHINE,C AND H MACHINE,86.66666667,
B AND R MACHINE,B AND C MACHINE,86.66666667,
B AND R MACHINE,P AND M MACHINE,86.66666667,
B AND R MACHINE,G AND V MACHINE,86.66666667,
B6 MANUFACTRING,G MANUFACTURING,86.66666667,
BARTH INDUSTRIES,ARD INDUSTRIES,86.66666667,
BCW ENGINEERING,BKJ ENGINEERING,86.66666667,
BCW ENGINEERING,BGB ENGINEERING,86.66666667,
BCW ENGINEERING,BML ENGINEERING,86.66666667,
BD TECHNOLOGIES,AE TECHNOLOGIES,86.66666667,
BD TECHNOLOGIES,OH TECHNOLOGIES,86.66666667,
BD TECHNOLOGIES,KX TECHNOLOGIES,86.66666667,
BD TECHNOLOGIES,KMB TECHNOLOGIE,86.66666667,
BD TECHNOLOGIES,GT TECHNOLOGIES,86.66666667,
BETTS INDUSTRIES,GTS INDUSTRIES,86.66666667,
BGB ENGINEERING,BML ENGINEERING,86.66666667,
BGB ENGINEERING,BKJ ENGINEERING,86.66666667,
BGB ENGINEERING,ABU ENGINEERING,86.66666667,
BKJ ENGINEERING,AJM ENGINEERING,86.66666667,
BKJ ENGINEERING,ABU ENGINEERING,86.66666667,
BKJ ENGINEERING,BML ENGINEERING,86.66666667,
BKJ ENGINEERING,AJT ENGINEERING,86.66666667,
BML ENGINEERING,AJM ENGINEERING,86.66666667,
BML ENGINEERING,ABU ENGINEERING,86.66666667,
BML ENGINEERING,CLT ENGINEERING,86.66666667,
BYWER INDUSTRIES,ERA INDUSTRIES,86.66666667,
C A P INDUSTRIES,M A INDUSTRIES,86.66666667,
C A P INDUSTRIES,AFC INDUSTRIES,86.66666667,
C AND H MACHINE,K AND D MACHINE,86.66666667,
C AND H MACHINE,G AND M MACHINE,86.66666667,
C K ENGINEERING,CPT ENGINEERING,86.66666667,
C K ENGINEERING,CNH ENGINEERING,86.66666667,
C K ENGINEERING,CLT ENGINEERING,86.66666667,
C K ENGINEERING,CCJ ENGINEERING,86.66666667,
C K ENGINEERING,BCW ENGINEERING,86.66666667,
C K ENGINEERING,CRD ENGINEERING,86.66666667,
CALDER INDUSTRIAL,ER INDUSTRIAL,86.66666667,
CALHEX INDUSTRIES,AH INDUSTRIES,86.66666667,
CARAN PRECISION,PRECISION CRAFT,86.66666667,
CCJ ENGINEERING,BKJ ENGINEERING,86.66666667,
CCJ ENGINEERING,BCW ENGINEERING,86.66666667,
CCJ ENGINEERING,AJT ENGINEERING,86.66666667,
CCJ ENGINEERING,AJM ENGINEERING,86.66666667,
CCJ ENGINEERING,CLT ENGINEERING,86.66666667,
CEDAR INDUSTRIES,ARI INDUSTRIES,86.66666667,
CEDAR INDUSTRIES,ARD INDUSTRIES,86.66666667,
CHART INDUSTRIES,ARI INDUSTRIES,86.66666667,
CHART INDUSTRIES,ARD INDUSTRIES,86.66666667,
CHART INDUSTRIES,CRP INDUSTRIES,86.66666667,
CLT ENGINEERING,AJT ENGINEERING,86.66666667,
CNH ENGINEERING,CPT ENGINEERING,86.66666667,
CNH ENGINEERING,BCW ENGINEERING,86.66666667,
CNH ENGINEERING,CLT ENGINEERING,86.66666667,
CNH ENGINEERING,CCJ ENGINEERING,86.66666667,
COMER INDUSTRIES,COG INDUSTRIES,86.66666667,
COMER INDUSTRIES,CRP INDUSTRIES,86.66666667,
COMER INDUSTRIES,ECM INDUSTRIES,86.66666667,
COMER INDUSTRIES,ERA INDUSTRIES,86.66666667,
CONMA INDUSTRIES,COG INDUSTRIES,86.66666667,
CPT ENGINEERING,BCW ENGINEERING,86.66666667,
CPT ENGINEERING,AJT ENGINEERING,86.66666667,
CPT ENGINEERING,CCJ ENGINEERING,86.66666667,
CRD ENGINEERING,CCJ ENGINEERING,86.66666667,
CRD ENGINEERING,BCW ENGINEERING,86.66666667,
CRD ENGINEERING,CNH ENGINEERING,86.66666667,
CRD ENGINEERING,CLT ENGINEERING,86.66666667,
CRP INDUSTRIES,CEDAR INDUSTRIES,86.66666667,
D AND R MACHINE,G AND V MACHINE,86.66666667,
D AND R MACHINE,P AND M MACHINE,86.66666667,
D AND R MACHINE,L AND W MACHINE,86.66666667,
D AND R MACHINE,K AND D MACHINE,86.66666667,
D H INDUSTRIES,G HWA INDUSTRIES,86.66666667,
D H INDUSTRIES,DANDH INDUSTRIES,86.66666667,
DALSIN INDUSTRIES,AI INDUSTRIES,86.66666667,
DAMAR INDUSTRIES,BDM INDUSTRIES,86.66666667,
DAMAR INDUSTRIES,ARI INDUSTRIES,86.66666667,
DAMAR INDUSTRIES,ARD INDUSTRIES,86.66666667,
DAMAR INDUSTRIES,AMS INDUSTRIES,86.66666667,
DAMAR INDUSTRIES,AMO INDUSTRIES,86.66666667,
DAMAR INDUSTRIES,AMG INDUSTRIES,86.66666667,
DANDH INDUSTRIES,ARD INDUSTRIES,86.66666667,
DANDN MACHINING,HANDM MACHINING,86.66666667,
DANISH ADVANCED MANUFACTURING,ADVANCED CERAMICS MANUFACTURING,86.66666667,
DATCO INDUSTRIES,COG INDUSTRIES,86.66666667,
DATCO INDUSTRIES,AMO INDUSTRIES,86.66666667,
DATCO INDUSTRIES,ACK INDUSTRIES,86.66666667,
DEANS ANODIZING,IDEAL ANODIZING,86.66666667,
DEL INDUSTRIES,EXIDE INDUSTRIES,86.66666667,
DH ENGINEERING,DOBY ENGINEERING,86.66666667,
DH ENGINEERING,BOYD ENGINEERING,86.66666667,
DKT ENGINEERING,CPT ENGINEERING,86.66666667,
DKT ENGINEERING,CLT ENGINEERING,86.66666667,
DKT ENGINEERING,BKJ ENGINEERING,86.66666667,
DKT ENGINEERING,AKS ENGINEERING,86.66666667,
DKT ENGINEERING,AJT ENGINEERING,86.66666667,
DKT ENGINEERING,CRD ENGINEERING,86.66666667,
DLI ENGINEERING,DKT ENGINEERING,86.66666667,
DLI ENGINEERING,CRD ENGINEERING,86.66666667,
DLI ENGINEERING,CLT ENGINEERING,86.66666667,
DLI ENGINEERING,BML ENGINEERING,86.66666667,
DPF ENGINEERING,DLI ENGINEERING,86.66666667,
DPF ENGINEERING,DKT ENGINEERING,86.66666667,
DPF ENGINEERING,CRD ENGINEERING,86.66666667,
DPF ENGINEERING,CPT ENGINEERING,86.66666667,
DPF ENGINEERING,AWP ENGINEERING,86.66666667,
DVF DECOLLETAGE,FML DECOLLETAGE,86.66666667,
DXP ENTERPRISES,DAY ENTERPRISES,86.66666667,
ECM INDUSTRIES,CONMA INDUSTRIES,86.66666667,
EDGAR INDUSTRIES,ERA INDUSTRIES,86.66666667,
EDGAR INDUSTRIES,ARI INDUSTRIES,86.66666667,
EDGAR INDUSTRIES,ARD INDUSTRIES,86.66666667,
ELO ENGINEERING,DLI ENGINEERING,86.66666667,
ELO ENGINEERING,CLT ENGINEERING,86.66666667,
ELO ENGINEERING,BML ENGINEERING,86.66666667,
ELO ENGINEERING,AOS ENGINEERING,86.66666667,
ELO ENGINEERING,AEV ENGINEERING,86.66666667,
ENTRUST MANUFACTURING TECHNOLOGIES,ENTRUST MANUFACTURING TECH,86.66666667,
ERA INDUSTRIES,ERVIN INDUSTRIES,86.66666667,
ERA INDUSTRIES,CEDAR INDUSTRIES,86.66666667,
ERVIN INDUSTRIES,ARI INDUSTRIES,86.66666667,
EXIM ENGINEERING,XL ENGINEERING,86.66666667,
EXIM ENGINEERING,ML ENGINEERING,86.66666667,
EXPERT MACHINE AND FABRICATION,COWETA MACHINE AND FABRICATION,86.66666667,
F FANUCCHI ENGINEERING WORKS PTY,FRENCH ENGINEERING WORKS PTY,86.66666667,
FEDERAL CARBIDE,GENERAL CARBIDE,86.66666667,
G AND M MACHINE,P AND M MACHINE,86.66666667,
G AND M MACHINE,K AND D MACHINE,86.66666667,
G AND M MACHINE,G AND V MACHINE,86.66666667,
G AND V MACHINE,P AND M MACHINE,86.66666667,
GANDM PRECISION,JANDF PRECISION,86.66666667,
GB ENGINEERING,GTEC ENGINEERING,86.66666667,
GLUNT INDUSTRIES,GTS INDUSTRIES,86.66666667,
GRF ENGINEERING,N R ENGINEERING,86.66666667,
GRF ENGINEERING,GTI ENGINEERING,86.66666667,
GT TECHNOLOGIES,AE TECHNOLOGIES,86.66666667,
GTEC ENGINEERING,ST ENGINEERING,86.66666667,
GTEC ENGINEERING,PT ENGINEERING,86.66666667,
GTEC ENGINEERING,GA ENGINEERING,86.66666667,
H AND H MACHINE,G AND M MACHINE,86.66666667,
H AND H MACHINE,B AND C MACHINE,86.66666667,
H AND H MACHINE,K AND D MACHINE,86.66666667,
HANDM MACHINING,KANDL MACHINING,86.66666667,
HANTEK PRECISION,PRECISION HONE,86.66666667,
HART ENGINEERING,ST ENGINEERING,86.66666667,
HART ENGINEERING,PT ENGINEERING,86.66666667,
HART ENGINEERING,JR ENGINEERING,86.66666667,
HART ENGINEERING,GA ENGINEERING,86.66666667,
HCM ENGINEERING,SCH ENGINEERING,86.66666667,
HCM ENGINEERING,OEM ENGINEERING,86.66666667,
HCM ENGINEERING,MTQ ENGINEERING,86.66666667,
HCM ENGINEERING,JMS ENGINEERING,86.66666667,
HCM ENGINEERING,IRC ENGINEERING,86.66666667,
HMS INDUSTRIES,HIRSH INDUSTRIES,86.66666667,
HTT ENGINEERING,GTI ENGINEERING,86.66666667,
HTT ENGINEERING,HCM ENGINEERING,86.66666667,
IAG PERFORMANCE,AIR PERFORMANCE,86.66666667,
IDEAL INDUSTRIES,ERA INDUSTRIES,86.66666667,
IDT ENGINEERING,HTT ENGINEERING,86.66666667,
IDT ENGINEERING,GTI ENGINEERING,86.66666667,
IFS INDUSTRIES,HIRSH INDUSTRIES,86.66666667,
IKAD ENGINEERING,GA ENGINEERING,86.66666667,
IKAD ENGINEERING,SK ENGINEERING,86.66666667,
INDUSTRIAL NUT,XINYU INDUSTRIAL,86.66666667,
INDUSTRIAS EKA,INDUSTRIAS BETIK,86.66666667,
INDUSTRIES TLT,LATEM INDUSTRIES,86.66666667,
IRC ENGINEERING,ITD ENGINEERING,86.66666667,
IRC ENGINEERING,IDT ENGINEERING,86.66666667,
IRC ENGINEERING,GTI ENGINEERING,86.66666667,
IRC ENGINEERING,GRF ENGINEERING,86.66666667,
ITD ENGINEERING,GTI ENGINEERING,86.66666667,
ITD ENGINEERING,HTT ENGINEERING,86.66666667,
J P ENGINEERING,JMS ENGINEERING,86.66666667,
J P ENGINEERING,K N ENGINEERING,86.66666667,
JADE ENGINEERING,JR ENGINEERING,86.66666667,
JADE ENGINEERING,GA ENGINEERING,86.66666667,
JAHN ENGINEERING,LJ ENGINEERING,86.66666667,
JAHN ENGINEERING,JR ENGINEERING,86.66666667,
JAHN ENGINEERING,GA ENGINEERING,86.66666667,
JANCO INDUSTRIES,NRC INDUSTRIES,86.66666667,
JAP ENGINEERING,JMS ENGINEERING,86.66666667,
JIEBANG PRECISION,JEB PRECISION,86.66666667,
K N ENGINEERING,TNL ENGINEERING,86.66666667,
K N ENGINEERING,OAK ENGINEERING,86.66666667,
K N ENGINEERING,NBS ENGINEERING,86.66666667,
K N ENGINEERING,N R ENGINEERING,86.66666667,
K N ENGINEERING,C K ENGINEERING,86.66666667,
KAD FABRICATION,MCA FABRICATION,86.66666667,
KANDL MACHINING,DANDN MACHINING,86.66666667,
KAYS ENGINEERING,ST ENGINEERING,86.66666667,
KAYS ENGINEERING,SK ENGINEERING,86.66666667,
KAYS ENGINEERING,GA ENGINEERING,86.66666667,
KENMAR PRECISION,KOMA PRECISION,86.66666667,
KX TECHNOLOGIES,OH TECHNOLOGIES,86.66666667,
KX TECHNOLOGIES,KMB TECHNOLOGIE,86.66666667,
KX TECHNOLOGIES,GT TECHNOLOGIES,86.66666667,
KX TECHNOLOGIES,AE TECHNOLOGIES,86.66666667,
L AND P MACHINE,G AND V MACHINE,86.66666667,
L AND P MACHINE,D AND R MACHINE,86.66666667,
L AND P MACHINE,B AND R MACHINE,86.66666667,
L AND W MACHINE,B AND R MACHINE,86.66666667,
L AND W MACHINE,P AND M MACHINE,86.66666667,
L AND W MACHINE,G AND V MACHINE,86.66666667,
L W ENGINEERING,TNL ENGINEERING,86.66666667,
L W ENGINEERING,N R ENGINEERING,86.66666667,
L W ENGINEERING,K N ENGINEERING,86.66666667,
L W ENGINEERING,J P ENGINEERING,86.66666667,
LANDS MACHINING,KANDL MACHINING,86.66666667,
LANDS MACHINING,HANDM MACHINING,86.66666667,
LANDS MACHINING,DANDN MACHINING,86.66666667,
LATEM INDUSTRIES,TEC INDUSTRIES,86.66666667,
LATEM INDUSTRIES,MAT INDUSTRIES,86.66666667,
LATEM INDUSTRIES,LES INDUSTRIES,86.66666667,
LEECH INDUSTRIES,TEC INDUSTRIES,86.66666667,
LEECH INDUSTRIES,LES INDUSTRIES,86.66666667,
LEMAN INDUSTRIE,SERMA INDUSTRIE,86.66666667,
LEMAN INDUSTRIE,MAUN INDUSTRIES,86.66666667,
LENANE PRECISION,ELAN PRECISION,86.66666667,
LENCO INDUSTRIES,TEC INDUSTRIES,86.66666667,
LENCO INDUSTRIES,NRC INDUSTRIES,86.66666667,
LES INDUSTRIES,LENCO INDUSTRIES,86.66666667,
LEUCO AUSTRALIA,MEFCO AUSTRALIA,86.66666667,
LINK ENGINEERING,LJ ENGINEERING,86.66666667,
LINK ENGINEERING,XL ENGINEERING,86.66666667,
LINK ENGINEERING,SK ENGINEERING,86.66666667,
LINK ENGINEERING,ML ENGINEERING,86.66666667,
LJ ENGINEERING,JADE ENGINEERING,86.66666667,
LJ MASKINTEKNIK,BT MASKINTEKNIK,86.66666667,
M A INDUSTRIES,A R D INDUSTRIES,86.66666667,
MACA ENGINEERING,ML ENGINEERING,86.66666667,
MACA ENGINEERING,GA ENGINEERING,86.66666667,
MANDS PRECISION,JANDF PRECISION,86.66666667,
MANDS PRECISION,GANDM PRECISION,86.66666667,
MAREX TECHNOLOGY,ARJ TECHNOLOGY,86.66666667,
MAT INDUSTRIES,MITCO INDUSTRIES,86.66666667,
MAT INDUSTRIES,METCO INDUSTRIES,86.66666667,
MAVAL INDUSTRIES,MAT INDUSTRIES,86.66666667,
MAYER INDUSTRIES,MAT INDUSTRIES,86.66666667,
MCGEE INDUSTRIES,MPG INDUSTRIES,86.66666667,
MECANIZADOS CAS,MECANIZADOS ATC,86.66666667,
MECO ENGINEERING,ML ENGINEERING,86.66666667,
METCO INDUSTRIES,TEC INDUSTRIES,86.66666667,
MITCO INDUSTRIES,PMI INDUSTRIES,86.66666667,
MITCO INDUSTRIES,TEC INDUSTRIES,86.66666667,
MRP ENGINEERING,J P ENGINEERING,86.66666667,
MRP ENGINEERING,IRC ENGINEERING,86.66666667,
MRP ENGINEERING,HCM ENGINEERING,86.66666667,
MRP ENGINEERING,GRF ENGINEERING,86.66666667,
MRP ENGINEERING,JAP ENGINEERING,86.66666667,
MTQ ENGINEERING,JMS ENGINEERING,86.66666667,
MTQ ENGINEERING,ITD ENGINEERING,86.66666667,
MTQ ENGINEERING,IDT ENGINEERING,86.66666667,
MTQ ENGINEERING,HTT ENGINEERING,86.66666667,
MTQ ENGINEERING,GTI ENGINEERING,86.66666667,
N R ENGINEERING,SVR ENGINEERING,86.66666667,
N R ENGINEERING,NBS ENGINEERING,86.66666667,
N R ENGINEERING,MRP ENGINEERING,86.66666667,
N R ENGINEERING,J P ENGINEERING,86.66666667,
N R ENGINEERING,IRC ENGINEERING,86.66666667,
NBS ENGINEERING,SVP ENGINEERING,86.66666667,
NBS ENGINEERING,SCH ENGINEERING,86.66666667,
NBS ENGINEERING,JMS ENGINEERING,86.66666667,
NEELY PRECISION,NAGEL PRECISION,86.66666667,
NICEL PRECISION,NEELY PRECISION,86.66666667,
NICEL PRECISION,NAGEL PRECISION,86.66666667,
NRC INDUSTRIES,NACCO INDUSTRIES,86.66666667,
NYE LUBRICANTS,NOBLE LUBRICANTS,86.66666667,
OAK ENGINEERING,JAP ENGINEERING,86.66666667,
OAK ENGINEERING,C K ENGINEERING,86.66666667,
OAK ENGINEERING,OEM ENGINEERING,86.66666667,
OBERG INDUSTRIES,WEG INDUSTRIES,86.66666667,
OEM ENGINEERING,MRP ENGINEERING,86.66666667,
OEM ENGINEERING,JMS ENGINEERING,86.66666667,
OH TECHNOLOGIES,GT TECHNOLOGIES,86.66666667,
OH TECHNOLOGIES,AE TECHNOLOGIES,86.66666667,
OM INDUSTRIES SC,MSP INDUSTRIES,86.66666667,
OPG ENGINEERING,MRP ENGINEERING,86.66666667,
OPG ENGINEERING,JAP ENGINEERING,86.66666667,
OPG ENGINEERING,J P ENGINEERING,86.66666667,
OPG ENGINEERING,GTI ENGINEERING,86.66666667,
OPG ENGINEERING,GRF ENGINEERING,86.66666667,
PACE ENGINEERING,PT ENGINEERING,86.66666667,
PACE ENGINEERING,GA ENGINEERING,86.66666667,
PAI INDUSTRIES,PANDF INDUSTRIES,86.66666667,
PENN ENGINEERING,PT ENGINEERING,86.66666667,
PHB DIE CASTING,TOP DIE CASTING,86.66666667,
PHELPS INDUSTRIES,LS INDUSTRIES,86.66666667,
PMI INDUSTRIES,MIHIR INDUSTRIES,86.66666667,
POLISH INDUSTRIES,LS INDUSTRIES,86.66666667,
PP MASKINTEKNIK,TN MASKINTEKNIK,86.66666667,
PRICE INDUSTRIES,PMI INDUSTRIES,86.66666667,
PRICE INDUSTRIES,PAI INDUSTRIES,86.66666667,
PRICE INDUSTRIES,NRC INDUSTRIES,86.66666667,
PRL INDUSTRIES,PRICE INDUSTRIES,86.66666667,
PWP ENGINEERING,SVP ENGINEERING,86.66666667,
PWP ENGINEERING,OPG ENGINEERING,86.66666667,
PWP ENGINEERING,MRP ENGINEERING,86.66666667,
PWP ENGINEERING,L W ENGINEERING,86.66666667,
PWP ENGINEERING,JAP ENGINEERING,86.66666667,
PWP ENGINEERING,J P ENGINEERING,86.66666667,
PYLE INDUSTRIES,VALE INDUSTRIES,86.66666667,
PYLE INDUSTRIES,PACE INDUSTRIES,86.66666667,
QUEST INDUSTRIES,LES INDUSTRIES,86.66666667,
RAH INDUSTRIES,RAPID INDUSTRIES,86.66666667,
RAPID INDUSTRIES,PMI INDUSTRIES,86.66666667,
RAPID INDUSTRIES,PAI INDUSTRIES,86.66666667,
REVA ENGINEERING,JR ENGINEERING,86.66666667,
REVA ENGINEERING,GA ENGINEERING,86.66666667,
RFC INDUSTRIES,PRICE INDUSTRIES,86.66666667,
RMH INDUSTRIES,MIHIR INDUSTRIES,86.66666667,
SECOA TECHNOLOGY,TEC TECHNOLOGY,86.66666667,
SEGOR INDUSTRIES,WEG INDUSTRIES,86.66666667,
SEGOR INDUSTRIES,VSR INDUSTRIES,86.66666667,
SKYO INDUSTRIES,SCOT INDUSTRIES,86.66666667,
SOLID PRODUCTION,ROL PRODUCTION,86.66666667,
SPAW ENGINEERING,ST ENGINEERING,86.66666667,
SPAW ENGINEERING,SK ENGINEERING,86.66666667,
SPAW ENGINEERING,PT ENGINEERING,86.66666667,
SPAW ENGINEERING,GA ENGINEERING,86.66666667,
STAR ENGINEERING,GA ENGINEERING,86.66666667,
STAR ENGINEERING,SK ENGINEERING,86.66666667,
STAR ENGINEERING,PT ENGINEERING,86.66666667,
STAR ENGINEERING,JR ENGINEERING,86.66666667,
SVP ENGINEERING,JAP ENGINEERING,86.66666667,
SVP ENGINEERING,J P ENGINEERING,86.66666667,
SVR ENGINEERING,JMS ENGINEERING,86.66666667,
SVR ENGINEERING,IRC ENGINEERING,86.66666667,
SVR ENGINEERING,GRF ENGINEERING,86.66666667,
TALLERES IBARRE,TALLERES ARREGI,86.66666667,
TEAM INDUSTRIES,UTEX INDUSTRIES,86.66666667,
TEK ENTERPRISES,QED ENTERPRISES,86.66666667,
TEXMO INDUSTRIES,TEC INDUSTRIES,86.66666667,
THETA INDUSTRIES,TEC INDUSTRIES,86.66666667,
THETA INDUSTRIES,INDUSTRIES TLT,86.66666667,
TMB INDUSTRIES,TEXMO INDUSTRIES,86.66666667,
TMB INDUSTRIES,LATEM INDUSTRIES,86.66666667,
TNL ENGINEERING,IDT ENGINEERING,86.66666667,
TNL ENGINEERING,HTT ENGINEERING,86.66666667,
TNL ENGINEERING,GTI ENGINEERING,86.66666667,
TOMET MECHANICS,METAL MECHANICS,86.66666667,
TOP DIE CASTING,TVT DIE CASTING,86.66666667,
TOTAL PRECISION,TOMAK PRECISION,86.66666667,
TOWER PRECISION,ROWES PRECISION,86.66666667,
TRIER INDUSTRIES,TEC INDUSTRIES,86.66666667,
TROY DESIGN AND MANUFACTURING,URGENT DESIGN AND MANUFACTURING,86.66666667,
TSP ENGINEERING,GTI ENGINEERING,86.66666667,
TSP ENGINEERING,HTT ENGINEERING,86.66666667,
UTEX INDUSTRIES,UTIL INDUSTRIES,86.66666667,
V TECH INDUSTRIE,TEC INDUSTRIES,86.66666667,
VALE INDUSTRIES,PACE INDUSTRIES,86.66666667,
VALLEY MACHINING,VALLEY MACHINE,86.66666667,
VDL INDUSTRIES,MAVAL INDUSTRIES,86.66666667,
WOLSELEY IND GRP NH BALLBEARING,WOLSELEY IND GRP218 NH BALLBE,86.66666667,
YANN ENGINEERING,GA ENGINEERING,86.66666667,
ZML INDUSTRIES,MAVAL INDUSTRIES,86.66666667,
ABBY MANUFACTURING,FANDB MANUFACTURING,86.48648649,
ACME METAL PRODUCTS,CCI METAL PRODUCTS,86.48648649,
ADEPT MANUFACTURING,AEON MANUFACTURING,86.48648649,
ADFAST MANUFACTURING,FTT MANUFACTURING,86.48648649,
ADFAST MANUFACTURING,A D MANUFACTURING,86.48648649,
ALPHA MANUFACTURING,ANCA MANUFACTURING,86.48648649,
ALPHA MANUFACTURING,ALCO MANUFACTURING,86.48648649,
AMANDA MANUFACTURING,A D MANUFACTURING,86.48648649,
AMBAC INTERNATIONAL,HANA INTERNATIONAL,86.48648649,
ANVIL INTERNATIONAL,HANA INTERNATIONAL,86.48648649,
ARC INTERNATIONAL,GARMIN INTERNATIONAL,86.48648649,
AVOCA ENGINEERING,AUTOCAST ENGINEERING,86.48648649,
BAKER MANUFACTURING,MACK MANUFACTURING,86.48648649,
BAKER MANUFACTURING,AEON MANUFACTURING,86.48648649,
BARKEV ENGINEERING,BRAKKEN ENGINEERING,86.48648649,
BARNES INTERNATIONAL,ARC INTERNATIONAL,86.48648649,
BARODA MANUFACTURING,A D MANUFACTURING,86.48648649,
BARODA MANUFACTURING,AER MANUFACTURING,86.48648649,
BARODA MANUFACTURING,BAP MANUFACTURING,86.48648649,
BECK MANUFACTURING,BAKER MANUFACTURING,86.48648649,
BILLCO MANUFACTURING,BLB MANUFACTURING,86.48648649,
BILLCO MANUFACTURING,COX MANUFACTURING,86.48648649,
BILLCO MANUFACTURING,ITC MANUFACTURING,86.48648649,
BILLCO MANUFACTURING,LMC MANUFACTURING,86.48648649,
BIMBA MANUFACTURING,ABBY MANUFACTURING,86.48648649,
BIMBA MANUFACTURING,MACK MANUFACTURING,86.48648649,
BLEASE ENGINEERING,BLUEMAH ENGINEERING,86.48648649,
BOWERS MANUFACTURING,AER MANUFACTURING,86.48648649,
BOWERS MANUFACTURING,BMS MANUFACTURING,86.48648649,
BOWERS MANUFACTURING,EHS MANUFACTURING,86.48648649,
BOYET MANUFACTURING,ABBY MANUFACTURING,86.48648649,
BOYET MANUFACTURING,BECK MANUFACTURING,86.48648649,
BRILEY MANUFACTURING,BLB MANUFACTURING,86.48648649,
BRYANT MACHINE SHOP,BANDS MACHINE SHOP,86.48648649,
BUSCH MANUFACTURING,BECK MANUFACTURING,86.48648649,
BUTTY MANUFACTURING,ABBY MANUFACTURING,86.48648649,
BUTTY MANUFACTURING,CURT MANUFACTURING,86.48648649,
BWISE MANUFACTURING,BECK MANUFACTURING,86.48648649,
CALLEN MANUFACTURING,CGL MANUFACTURING,86.48648649,
CALLEN MANUFACTURING,CNC MANUFACTURING,86.48648649,
CALLEN MANUFACTURING,AER MANUFACTURING,86.48648649,
CANTEC MANUFACTURING,AER MANUFACTURING,86.48648649,
CANTEC MANUFACTURING,AWC MANUFACTURING,86.48648649,
CANTEC MANUFACTURING,ITC MANUFACTURING,86.48648649,
CAVIST MANUFACTURING,CSS MANUFACTURING,86.48648649,
CAVIST MANUFACTURING,ITC MANUFACTURING,86.48648649,
CHAPIN MANUFACTURING,BAP MANUFACTURING,86.48648649,
CHAPIN MANUFACTURING,CNC MANUFACTURING,86.48648649,
COUSINS ENGINEERING,AUSTIN ENGINEERING,86.48648649,
CYGNUS MANUFACTURING,CGL MANUFACTURING,86.48648649,
CYGNUS MANUFACTURING,CNC MANUFACTURING,86.48648649,
CYGNUS MANUFACTURING,CSS MANUFACTURING,86.48648649,
D K POWDER COATING,EDGE POWDER COATING,86.48648649,
D K POWDER COATING,PEAK POWDER COATING,86.48648649,
DEMMER MANUFACTURING,AER MANUFACTURING,86.48648649,
DEMSEY MANUFACTURING,BMS MANUFACTURING,86.48648649,
DEMSEY MANUFACTURING,EHS MANUFACTURING,86.48648649,
DORNER MANUFACTURING,AER MANUFACTURING,86.48648649,
EAGLE MANUFACTURING,AEON MANUFACTURING,86.48648649,
EAGLE MANUFACTURING,ALCO MANUFACTURING,86.48648649,
EJA INTERNATIONAL,BEATTY INTERNATIONAL,86.48648649,
